"","ApplNo","text","section"
"757","210510","","CLINICAL PHARMACOLOGY SECTION"
"758","210510","Atovaquone is a quinone antimicrobial drug [see Microbiology (12.4)].
","MECHANISM OF ACTION SECTION"
"759","210510","Cardiac EffectsThe effect of atovaquone oral suspension on the QT interval is unknown in humans.","PHARMACODYNAMICS SECTION"
"760","210510","AbsorptionAtovaquone is a highly lipophilic compound with low aqueous solubility. The bioavailability of atovaquone oral suspension is highly dependent on formulation and diet. The mean (±SD) absolute bioavailability of a 750-mg dose of atovaquone oral suspension administered under fed conditions in 9 HIV-1-infected (CD4 >100 cells/mm3) volunteers was 47% ± 15%.Effect of Food: Administering atovaquone oral suspension with food enhances atovaquone absorption by approximately 2-fold. In one trial, 16 healthy volunteers received a single dose of 750 mg atovaquone oral suspension after an overnight fast and following a standard breakfast (23 g fat: 610 kCal). The mean (±SD) area under the concentration-time curve (AUC) estimates for atovaquone under fasting and fed conditions were 324 ± 115 and 801 ± 320 h•mcg/mL, respectively, representing a 2.6 ± 1.0-fold increase. The effect of food (23 g fat: 400 kCal) on plasma atovaquone concentrations was also evaluated in a multiple-dose, randomized, crossover trial in 19 HIV-1-infected volunteers (CD4 <200 cells/mm3) receiving daily doses of 500 mg atovaquone oral suspension. Mean (±SD) atovaquone AUC values under fasting and fed conditions were 169 ± 77 and 280 ± 114 h•mcg/mL, respectively. Mean (±SD) maximum plasma atovaquone concentration (Cmax) values under fasting and fed conditions were 8.8 ± 3.7 and 15.1 ± 6.1 mcg/mL, respectively.Dose ProportionalityPlasma atovaquone concentrations do not increase proportionally with dose following ascending repeat-dose administration of atovaquone oral suspension. When atovaquone oral suspension was administered with food at dosage regimens of 500 mg once daily, 750 mg once daily, and 1,000 mg once daily, mean (±SD) steady-state plasma atovaquone concentrations were 11.7 ± 4.8, 12.5 ± 5.8, and 13.5 ± 5.1 mcg/mL, respectively. The corresponding mean (±SD) Cmax concentrations were 15.1 ± 6.1, 15.3 ± 7.6, and 16.8 ± 6.4 mcg/mL. When atovaquone oral suspension was administered to 5 HIV-1-infected volunteers at a dose of 750 mg twice daily, the mean (±SD) steady-state plasma atovaquone concentration was 21.0 ± 4.9 mcg/mL and mean (±SD) Cmax was 24.0 ± 5.7 mcg/mL. The mean (±SD) minimum plasma atovaquone concentration (Cmin) associated with the 750-mg twice-daily regimen was 16.7 ± 4.6 mcg/mL.DistributionFollowing IV administration of atovaquone, the mean (±SD) volume of distribution at steady state (Vdss) was 0.60 ± 0.17 L/kg (n = 9). Atovaquone is extensively bound to plasma proteins (99.9%) over the concentration range of 1 to 90 mcg/mL. In 3 HIV-1-infected children who received 750 mg atovaquone as the tablet formulation 4 times daily for 2 weeks, the cerebrospinal fluid concentrations of atovaquone were 0.04, 0.14, and 0.26 mcg/mL, representing less than 1% of the plasma concentration.EliminationThe mean (±SD) half-life of atovaquone was 62.5 ± 35.3 hours after IV administration and ranged from 67.0 ± 33.4 to 77.6 ± 23.1 hours following administration of atovaquone oral suspension. The half-life of atovaquone is due to presumed enterohepatic cycling and eventual fecal elimination.Metabolism:<U+FEFF>The metabolism of atovaquone is unknown.Excretion: The mean (±SD) plasma clearance of atovaquone following IV administration in 9 HIV-1 infected volunteers was 10.4 ± 5.5 mL/min (0.15 ± 0.09 mL/min/kg). In a trial where 14C-labelled atovaquone was administered to healthy volunteers, greater than 94% of the dose was recovered as unchanged atovaquone in the feces over 21 days. There was little or no excretion of atovaquone in the urine (less than 0.6%). Specific PopulationsPatients with Hepatic or Renal Impairment: The pharmacokinetics of atovaquone have not been studied in patients with hepatic or renal impairment.Relationship between Plasma Atovaquone Concentration and Clinical OutcomeIn a comparative trial of atovaquone tablets with TMP-SMX for oral treatment of mild-to-moderate PCP [see Clinical Studies (14.2)], where subjects with HIV/AIDS received atovaquone tablets 750 mg 3 times daily for 21 days, the mean steady-state atovaquone concentration was 13.9 ± 6.9 mcg/mL (n = 133). Analysis of these data established a relationship between plasma atovaquone concentration and successful treatment (Table 6).A dosing regimen of atovaquone oral suspension for the treatment of mild-to-moderate PCP was selected to achieve average plasma atovaquone concentrations of approximately 20 mcg/mL, because this plasma concentration was previously shown to be well tolerated and associated with the highest treatment success rates (Table 6). In an open-label PCP treatment trial with atovaquone oral suspension, dosing regimens of 1,000 mg once daily, 750 mg twice daily, 1,500 mg once daily, and 1,000 mg twice daily were explored. The mean (±SD) steady-state plasma atovaquone concentration achieved at the 750-mg twice-daily dose given with meals was 22.0 ± 10.1 mcg/mL (n = 18).Drug Interaction StudiesRifampin/Rifabutin: In a trial with 13 HIV-1-infected volunteers, the oral administration of rifampin 600 mg every 24 hours with atovaquone oral suspension 750 mg every 12 hours resulted in a 52% ± 13% decrease in the mean (±SD) steady-state plasma atovaquone concentration and a 37% ± 42% increase in the mean (±SD) steady-state plasma rifampin concentration. The half-life of atovaquone decreased from 82 ± 36 hours when administered without rifampin to 50 ± 16 hours with rifampin. In a trial of 24 healthy volunteers, the oral administration of rifabutin 300 mg once daily with atovaquone oral suspension 750 mg twice daily resulted in a 34% decrease in the average steady-state plasma atovaquone concentration and a 19% decrease in the mean (±SD) steady-state plasma rifabutin concentration.Tetracycline: Concomitant treatment with tetracycline has been associated with a 40% reduction in plasma concentrations of atovaquone.Metoclopramide: Concomitant treatment with metoclopramide has been associated with decreased bioavailability of atovaquone.Indinavir: Concomitant administration of atovaquone (750 mg twice daily with food for 14 days) and indinavir (800 mg three times daily without food for 14 days) did not result in any change in the steady-state AUC and Cmax of indinavir, but resulted in a decrease in the Ctrough of indinavir (23% decrease [90% CI: 8%, 35%]).Trimethoprim/Sulfamethoxazole: The possible interaction between atovaquone and TMP-SMX was evaluated in 6 HIV-1-infected adult volunteers as part of a larger multiple-dose, dose-escalation, and chronic dosing trial of atovaquone oral suspension. In this crossover trial, atovaquone oral suspension 500 mg once daily (not the approved dosage), or TMP-SMX tablets (trimethoprim 160 mg and sulfamethoxazole 800 mg) twice daily, or the combination were administered with food to achieve steady state. No difference was observed in the average steady-state plasma atovaquone concentration after coadministration with TMP-SMX. Coadministration of atovaquone with TMP-SMX resulted in a 17% and 8% decrease in average steady-state concentrations of trimethoprim and sulfamethoxazole in plasma, respectively.Zidovudine:Data from 14 HIV-1-infected volunteers who were given atovaquone tablets 750 mg every 12 hours with zidovudine 200 mg every 8 hours showed a 24% ± 12% decrease in zidovudine apparent oral clearance, leading to a 35% ± 23% increase in plasma zidovudine AUC. The glucuronide metabolite:parent ratio decreased from a mean of 4.5 when zidovudine was administered alone to 3.1 when zidovudine was administered with atovaquone tablets. This effect is minor and would not be expected to produce clinically significant events. Zidovudine had no effect on atovaquone pharmacokinetics.","PHARMACOKINETICS SECTION"
"761","210510","Mechanism of ActionAtovaquone is a hydroxy-1,4-naphthoquinone, an analog of ubiquinone, with antipneumocystis activity. The mechanism of action against Pneumocystis jirovecii has not been fully elucidated. In Plasmodium species, the site of action appears to be the cytochrome bc1 complex (Complex III). Several metabolic enzymes are linked to the mitochondrial electron transport chain via ubiquinone. Inhibition of electron transport by atovaquone results in indirect inhibition of these enzymes. The ultimate metabolic effects of such blockade may include inhibition of nucleic acid and adenosine triphosphate (ATP) synthesis.Antimicrobial ActivityAtovaquone is active against P. jiroveci[see Clinical Studies (14)].ResistancePhenotypic resistance to atovaquone in vitro has not been demonstrated for P. jirovecii. However, in 2 subjects who developed PCP after prophylaxis with atovaquone, DNA sequence analysis identified mutations in the predicted amino acid sequence of P. jirovecii cytochrome b (a likely target site for atovaquone). The clinical significance of this is unknown.","MICROBIOLOGY SECTION"
"762","210510","","NONCLINICAL TOXICOLOGY SECTION"
"764","210510","","CLINICAL STUDIES SECTION"
"767","210510","Atovaquone oral suspension, USP (bright yellow, citrus-flavored) containing 750 mg atovaquone per 5 mL.Bottle of 210 mL with child-resistant cap (NDC 10702-223-21). Store at 15°C to 25°C (59°F to 77°F). Do not freeze. Dispense in tight container as defined in USP.","HOW SUPPLIED SECTION"
"768","210510","Administration InstructionsInstruct patients to:Ensure the prescribed dose of atovaquone oral suspension is taken as directed.Take their daily doses of atovaquone oral suspension with food, as food will significantly improve the absorption of the drug.Shake atovaquone oral suspension gently before use each time.LactationInstruct mothers with HIV-1 infection not to breastfeed because HIV-1 can be passed to the baby in the breast milk [see Use in Specific Populations (8.2)].","INFORMATION FOR PATIENTS SECTION"
"770","210510","NDC 10702-223-21Atovaquone Oral Suspension, USP750 mg/5 mLEach 5 mL (1 teaspoonful) contains 750 mg atovaquone.Contains no more than 0.34% of alcohol.Contains no ingredients made from a gluten containing grain (wheat, barley, or rye).Sugar FreeRx only    210 mLKVK-Tech, Inc.NDC 10702-223-21

Atovaquone Oral Suspension, USP750 mg/5 mLEach 5 mL (1 teaspoonful) contains 750 mg atovaquone.Contains no more than 0.34% of alcohol.Contains no ingredients made from a gluten containing grain (wheat, barley, or rye).Sugar FreeRx only Net Content: 210 mLKVK-Tech, Inc.","PACKAGE LABEL.PRINCIPAL DISPLAY PANEL"
"772","212918","Atovaquone oral suspension is indicated for the prevention of

Pneumocystis jirovecii pneumonia (PCP) in adults and adolescents (aged 13 years and older) who cannot tolerate trimethoprim-sulfamethoxazole (TMP-SMX).

Atovaquone oral suspension is indicated for the acute oral treatment of mild-to-moderate PCP in adults and adolescents (aged 13 years and older) who cannot tolerate TMP-SMX.Clinical experience with atovaquone for the treatment of PCP has been limited to subjects with mild-to-moderate PCP (alveolar-arterial oxygen diffusion gradient [(A-a)DO

2] = 45 mm Hg). Treatment of more severe episodes of PCP with atovaquone has not been studied. The efficacy of atovaquone in subjects who are failing therapy with TMP-SMX has also not been studied.

The recommended oral dosage is 1,500 mg (10 mL) once daily administered with food.The recommended oral dosage is 750 mg (5 mL) twice daily (total daily dose = 1,500 mg) administered with food for 21 days.Administer atovaquone oral suspension with food to avoid low plasma atovaquone concentrations that may limit response to therapy 


[see Warnings and Precautions 


(5.1), Clinical Pharmacology (


12.3)].

Shake bottle gently before administering the recommended dosage.Absorption of orally administered atovaquone oral suspension is limited but can be significantly increased when the drug is taken with food. Failure to administer atovaquone oral suspension with food may result in lower plasma atovaquone concentrations and may limit response to therapy. Consider therapy with other agents in patients who have difficulty taking atovaquone oral suspension with food or in patients who have gastrointestinal disorders that may limit absorption of oral medications

[see Clinical Pharmacology 
(12.3)].
Cases of cholestatic hepatitis, elevated liver enzymes, and fatal liver failure have been reported in patients treated with atovaquone 

[see Adverse Reactions 
(6.2)].
If treating patients with severe hepatic impairment, closely monitor patients following administration of atovaquone oral suspension.Because clinical trials are conducted under widely varying conditions, adverse reaction rates observed in the clinical trials of a drug cannot be directly compared with rates in the clinical trials of another drug and may not reflect the rates observed in practice. Additionally, because many subjects who participated in clinical trials with atovaquone had complications of advanced human immunodeficiency virus (HIV) disease, it was often difficult to distinguish adverse reactions caused by atovaquone from those caused by underlying medical conditions.PCP Prevention Trials In 2 clinical trials, atovaquone oral suspension was compared with dapsone or aerosolized pentamidine in HIV-1–infected adolescent (13 to 18 years) and adult subjects at risk of PCP (CD4 count < 200 cells/mm


3 or a prior episode of PCP) and unable to tolerate TMP-SMX.


Dapsone Comparative Trial: In the dapsone comparative trial (n = 1,057), the majority of subjects were white (64%), male (88%), and receiving prophylaxis for PCP at randomization (73%); the mean age was 38 years. Subjects received atovaquone oral suspension 1,500 mg once daily (n = 536) or dapsone 100 mg once daily (n = 521); median durations of exposure were 6.7 and 6.5 months, respectively. Adverse reaction data were collected only for adverse reactions requiring discontinuation of treatment, which occurred at similar frequencies in subjects treated with atovaquone oral suspension or dapsone (Table 1). Among subjects taking neither dapsone nor atovaquone at enrollment (n = 487), adverse reactions requiring discontinuation of treatment occurred in 43% of subjects treated with dapsone and 20% of subjects treated with atovaquone oral  suspension. Gastrointestinal adverse reactions (nausea, diarrhea, and vomiting) were more frequently reported in subjects treated with atovaquone oral suspension (Table 1).


Table 1. Percentage (> 2%) of Subjects with Selected Adverse Reactions Requiring Discontinuation of Treatment in the Dapsone Comparative PCP Prevention TrialAdverse ReactionsAll SubjectsAtovaquone Oral Suspension1,500 mg/day(n = 536)%Dapsone100 mg/day(n = 521)%Rash6.38.8Nausea4.10.6Diarrhea3.20.2Vomiting2.20.6Aerosolized Pentamidine Comparative Trial: In the aerosolized pentamidine comparative trial (n = 549), the majority of subjects were white (79%), male (92%), and were primary prophylaxis patients at enrollment (58%); the mean age was 38 years. Subjects received atovaquone oral suspension once daily at a dose of 750 mg (n = 188) or 1,500 mg (n = 175) or received aerosolized pentamidine 300 mg every 4 weeks (n = 186); the median durations of exposure were 6.2, 6, and 7.8 months, respectively. Table 2 summarizes the clinical adverse reactions reported by = 20% of the subjects receiving either the 1,500 mg dose of atovaquone oral suspension or aerosolized pentamidine.


Rash occurred more often in subjects treated with atovaquone oral suspension (46%) than in subjects treated with aerosolized pentamidine (28%). Treatment-limiting adverse reactions occurred in 25% of subjects treated with atovaquone oral suspension 1,500 mg once daily and in 7% of subjects treated with aerosolized pentamidine. The most frequent adverse reactions requiring discontinuation of dosing in the group receiving atovaquone oral suspension 1,500 mg once daily were rash (6%), diarrhea (4%), and nausea (3%). The most frequent adverse reaction requiring discontinuation of dosing in the group receiving aerosolized pentamidine was bronchospasm (2%).Table 2. Percentage (= 20%) of Subjects with Selected Adverse Reactions in the Aerosolized Pentamidine Comparative PCP Prevention TrialAdverse ReactionsAtovaquone Oral Suspension1,500 mg/day(n = 175)%AerosolizedPentamidine(n = 186)%Diarrhea4235Rash3928Headache2822Nausea2623Fever2518Rhinitis2417Other reactions occurring in = 10% of subjects receiving the recommended dose of atovaquone oral suspension (1,500 mg once daily) included vomiting, sweating, flu syndrome, sinusitis, pruritus, insomnia, depression, and myalgia.PCP Treatment TrialsSafety information is presented from 2 clinical efficacy trials of the atovaquone tablet formulation: 1) a randomized, double-blind trial comparing atovaquone tablets with TMP-SMX in subjects with acquired immunodeficiency syndrome (AIDS) and mild-to-moderate PCP [(A-a)DO


2] = 45 mm Hg and PaO


2 = 60 mm Hg on room air; 2) a randomized, open-label trial comparing atovaquone tablets with intravenous (IV) pentamidine isethionate in subjects with mild-to-moderate PCP who could not tolerate trimethoprim or sulfa antimicrobials.


TMP-SMX Comparative Trial: In the TMP-SMX comparative trial (n = 408), the majority of subjects were white (66%) and male (95%); the mean age was 36 years. Subjects received atovaquone 750 mg (three 250 mg tablets) 3 times daily for 21 days or TMP 320 mg plus SMX 1,600 mg 3 times daily for 21 days; median durations of exposure were 21 and 15 days, respectively.


Table 3 summarizes all clinical adverse reactions reported by = 10% of the trial population regardless of attribution. Nine percent of subjects who received atovaquone and 24% of subjects who received TMP-SMX discontinued therapy due to an adverse reaction. Among the subjects who discontinued, 4% of subjects receiving atovaquone and 8% of subjects in the TMP-SMX group discontinued therapy due to rash.The incidence of adverse reactions with atovaquone oral suspension at the recommended dose (750 mg twice daily) was similar to that seen with the tablet formulation.Table 3. Percentage (= 10%) of Subjects with Selected Adverse Reactions in the TMP-SMX Comparative PCP Treatment TrialAdverse Reactions Atovaquone Tablets(n = 203)%TMP-SMX(n = 205)%Rash (including maculopapular)2334Nausea2144Diarrhea197Headache1622Vomiting1435Fever1425Insomnia109Two percent of subjects treated with atovaquone and 7% of subjects treated with TMP-SMX had therapy prematurely discontinued due to elevations in ALT/AST. Pentamidine Comparative Trial: In the pentamidine comparative trial (n = 174), the majority of subjects in the primary therapy trial population (n = 145) were white (72%) and male (97%); the mean age was 37 years. Subjects received atovaquone 750 mg (three 250 mg tablets) 3 times daily for 21 days or a 3 mg to 4 mg/kg single pentamidine isethionate IV infusion daily for 21 days; the median durations of exposure were 21 and 14 days, respectively.


Table 4 summarizes the clinical adverse reactions reported by = 10% of the primary therapy trial population regardless of attribution. Fewer subjects who received atovaquone reported adverse reactions than subjects who received pentamidine (63% vs. 72%). However, only 7% of subjects discontinued treatment with atovaquone due to adverse reactions, while 41% of subjects who received pentamidine discontinued treatment for this reason. Of the 5 subjects who discontinued therapy with atovaquone, 3 reported rash (4%). Rash was not severe in any subject. The most frequently cited reasons for discontinuation of pentamidine therapy were hypoglycemia (11%) and vomiting (9%).Table 4. Percentage (= 10%) of Subjects with Selected Adverse Reactions in the Pentamidine Comparative PCP Treatment Trial (Primary Therapy Group)Adverse Reactions Atovaquone Tablets(n = 73)%Pentamidine(n = 71)%Fever4025Nausea2237Rash2213Diarrhea2131Insomnia1914Headache1828Vomiting1417Cough141Sweat103Monilia, oral103Laboratory abnormality was reported as the reason for discontinuation of treatment in 2 of 73 subjects (3%) who received atovaquone, and in 14 of 71 subjects (20%) who received pentamidine. One subject (1%) receiving atovaquone had elevated creatinine and BUN levels and 1 subject (1%) had elevated amylase levels. In this trial, elevated levels of amylase occurred in subjects (8% versus 4%) receiving atovaquone tablets or pentamidine, respectively.The following adverse reactions have been identified during post-approval use of atovaquone oral suspension. Because these reactions are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequency or establish a causal relationship to drug exposure.Blood and Lymphatic System Disorders Methemoglobinemia, thrombocytopenia. 




Immune System DisordersHypersensitivity reactions including angioedema, bronchospasm, throat tightness, and urticaria. 




Eye DisordersVortex keratopathy. 




Gastrointestinal DisordersPancreatitis. 




Hepatobiliary DisordersHepatitis, fatal liver failure.




Skin and Subcutaneous Tissue Disorders Erythema multiforme, Stevens-Johnson syndrome, and skin desquamation. 




Renal and Urinary DisordersAcute renal impairment.Concomitant administration of rifampin or rifabutin and atovaquone oral suspension is known to reduce atovaquone concentrations 

[see Clinical Pharmacology (


12.3)].


Concomitant administration of atovaquone oral suspension and rifampin or rifabutin is not recommended.

Concomitant administration of tetracycline and atovaquone oral suspension has been associated with a reduction in plasma concentrations of atovaquone 


[see Clinical Pharmacology (


12.3)].


Caution should be used when prescribing tetracycline concomitantly with atovaquone oral suspension. Monitor patients for potential loss of efficacy of atovaquone if co-administration is necessary.


Metoclopramide may reduce the bioavailability of atovaquone and should be used only if other antiemetics are not available 

[see Clinical Pharmacology 
(12.3)].
Concomitant administration of atovaquone and indinavir did not result in any change in the steady-state AUC and C


max of indinavir but resulted in a decrease in the C


trough of indinavir 


[see Clinical Pharmacology (
12.3)].Caution should be exercised when prescribing atovaquone oral suspension with indinavir due to the decrease in trough concentrations of indinavir. Monitor patients for potential loss of efficacy of indinavir if co-administration with atovaquone oral suspension is necessary.


The indication for prevention of PCP is based on the results of 2 clinical trials comparing atovaquone oral suspension with dapsone or aerosolized pentamidine in HIV-1-infected adolescent (aged 13 years to 18 years) and adult subjects at risk of PCP (CD4 count < 200 cells/mm


3 or a prior episode of PCP) and unable to tolerate TMP-SMX. 


Dapsone Comparative TrialThis open-label trial enrolled 1,057 subjects, randomized to receive atovaquone oral suspension 1,500 mg once daily (n = 536) or dapsone 100 mg once daily (n = 521). The majority of subjects were white (64%), male (88%), and receiving prophylaxis for PCP at randomization (73%); the mean age was 38 years. Median follow-up was 24 months. Subjects randomized to the dapsone arm who were seropositive for 


Toxoplasma gondii and had a CD4 count < 100 cells/mm


3 also received pyrimethamine and folinic acid. PCP event rates are shown in Table 7. Mortality rates were similar.


Aerosolized Pentamidine Comparative TrialThis open-label trial enrolled 549 subjects, randomized to receive atovaquone oral suspension 1,500 mg once daily (n = 175), atovaquone oral suspension 750 mg once daily (n = 188), or aerosolized pentamidine 300 mg once monthly (n = 186). The majority of subjects were white (79%), male (92%), and were primary prophylaxis patients at enrollment (58%); the mean age was 38 years. Median follow-up was 11.3 months. The results of the PCP event rates appear in Table 7. Mortality rates were similar among the groups.




Table 7. Confirmed or Presumed/Probable PCP Events (As-Treated Analysis)


a

AssessmentTrial 1Trial 2Atovaquone Oral Suspension1,500 mg/day(n = 527)Dapsone100 mg/day (n = 510)Atovaquone Oral Suspension 750 mg/day(n = 188)Atovaquone Oral Suspension 1,500 mg/day (n = 172)Aerosolized Pentamidine 300 mg/month (n = 169)%1519231817Relative Risk


b
(CI)


c
0.77


(0.57, 1.04)


1.47


(0.86, 2.50)


1.14


(0.63, 2.06)


a   Those events occurring during or within 30 days of stopping assigned treatment. 


b   Relative risk < 1 favors atovaquone and values > 1 favor comparator. Trial results did not show superiority of atovaquone to the comparator. 



c   The confidence level of the interval for the dapsone comparative trial was 95% and for the pentamidine comparative trial was 97.5%.



An analysis of all PCP events (intent-to-treat analysis) for both trials showed results similar to those shown in Table 7.


The indication for treatment of mild-to-moderate PCP is based on the results of 2 efficacy trials: a randomized, double-blind trial comparing atovaquone tablets with TMP-SMX in subjects with HIV/AIDS and mild-to-moderate PCP (defined in the protocol as [(A-a)DO


2] 45 mm Hg and PaO


2 60 mm Hg on room air) and a randomized open-label trial comparing atovaquone tablets with IV pentamidine isethionate in subjects with mild-to-moderate PCP who could not tolerate trimethoprim or sulfa antimicrobials. Both trials were conducted with the tablet formulation using 750 mg 3 times daily. Results from these efficacy trials established a relationship between plasma atovaquone concentrations and successful outcome. Successful outcome was defined as improvement in clinical and respiratory measures persisting at least 4 weeks after cessation of therapy 


[see Clinical Pharmacology (


12.2)]


.

TMP-SMX Comparative TrialThis double-blind, randomized trial compared the safety and efficacy of atovaquone tablets with that of TMP-SMX for the treatment of subjects with HIV/AIDS and histologically confirmed PCP. Only subjects with mild-to-moderate PCP were eligible for enrollment.A total of 408 subjects were enrolled into the trial. The majority of subjects were white (66%) and male (95%); the mean age was 36 years. Eighty-six subjects without histologic confirmation of PCP were excluded from the efficacy analyses. Of the 322 subjects with histologically confirmed PCP, 160 were randomized to receive 750 mg atovaquone (three 250 mg tablets) 3 times daily for 21 days and 162 were randomized to receive 320 mg TMP plus 1,600 mg SMX 3 times daily for 21 days. Therapy success was defined as improvement in clinical and respiratory measures persisting at least 4 weeks after cessation of therapy. Improvement in clinical and respiratory measures was assessed using a composite of parameters that included oral body temperature, respiratory rate, severity scores for cough, dyspnea, and chest pain/tightness. Therapy failures included lack of response, treatment discontinuation due to an adverse experience, and unevaluable.There was a significant difference (


P = 0.03) in mortality rates between the treatment groups favoring TMP-SMX. Among the 322 subjects with confirmed PCP, 13 of 160 (8%) subjects treated with atovaquone and 4 of 162 (2.5%) subjects receiving TMP-SMX died during the 21-day treatment course or 8-week follow-up period. In the intent-to-treat analysis for all 408 randomized subjects, there were 16 (8%) deaths among subjects treated with atovaquone and 7 (3.4%) deaths among subjects treated with TMP-SMX (


P = 0.051). Of the 13 subjects with confirmed PCP and treated with atovaquone who died, 4 died of PCP and 5 died with a combination of bacterial infections and PCP; bacterial infections did not appear to be a factor in any of the 4 deaths among TMP-SMXtreated subjects.


A correlation between plasma atovaquone concentrations and death demonstrated that subjects with lower plasma concentrations were more likely to die. For those subjects for whom Day 4 plasma atovaquone concentration data are available, 5 (63%) of 8 subjects with concentrations < 5 mcg/mL died during participation in the trial. However, only 1 (2%) of the 49 subjects with Day 4 plasma atovaquone concentrations 5 mcg/mL died.Sixty-two percent of subjects on atovaquone and 64% of subjects on TMP-SMX were classified as protocol-defined therapy successes (Table 8).




Table 8. Outcome of Treatment for PCP-Positive Subjects Enrolled in the TMP-SMX Comparative Trial
Outcome of Therapy


As defined by the protocol and described in trial description above.
Number of Subjects (%)Atovaquone Tablets(n = 160)TMP-SMX(n = 162)Therapy success9962%10364%Therapy failure due to: 


-Lack of response 


-Adverse reaction 


-Unevaluable


28


11


22


17%


7%


14%


10


33


16


6%


20%


10%


Required alternate PCP therapy during trial5534%5534%The failure rate due to lack of response was significantly higher for subjects receiving atovaquone, while the failure rate due to an adverse reaction was significantly higher for subjects receiving TMP-SMX.




Pentamidine Comparative Trial
This unblinded, randomized trial was designed to compare the safety and efficacy of atovaquone with that of pentamidine for the treatment of histologically-confirmed mild or moderate PCP in subjects with HIV/AIDS. Approximately 80% of the subjects either had a history of intolerance to trimethoprim or sulfa antimicrobials (the primary therapy group) or were experiencing intolerance to TMP-SMX with treatment of an episode of PCP at the time of enrollment in the trial (the salvage treatment group). A total of 174 subjects were enrolled into the trial. Subjects were randomized to receive atovaquone 750 mg (three 250 mg tablets) 3 times daily for 21 days or pentamidine isethionate 3 mg to 4 mg/kg single IV infusion daily for 21 days. The majority of subjects were white (72%) and male (97%); the mean age was approximately 37 years. Thirty-nine subjects without histologic confirmation of PCP were excluded from the efficacy analyses. Of the 135 subjects with histologically-confirmed PCP, 70 were randomized to receive atovaquone and 65 to pentamidine. One hundred and ten (110) of these were in the primary therapy group and 25 were in the salvage therapy group. One subject in the primary therapy group randomized to receive pentamidine did not receive trial medication.There was no difference in mortality rates between the treatment groups. Among the 135 subjects with confirmed PCP, 10 of 70 (14%) subjects receiving atovaquone and 9 of 65 (14%) subjects receiving pentamidine died during the 21-day treatment course or 8-week follow-up period. In the intent-to-treat analysis for all subjects, there were 11 (12.5%) deaths among those treated with atovaquone and 12 (14%) deaths among those treated with pentamidine. Among subjects for whom Day 4 plasma atovaquone concentrations were available, 3 of 5 (60%) subjects with concentrations < 5 mcg/mL died during participation in the trial. However, only 2 of 21 (9%) subjects with Day 4 plasma concentrations 5 mcg/mL died. The therapeutic outcomes for the 134 subjects who received trial medication in this trial are presented in Table 9.




Table 9. Outcome of Treatment for PCP-Positive Subjects (%) Enrolled in the Pentamidine Comparative Trial
Outcome of Therapy Primary TreatmentSalvage TreatmentAtovaquone (n = 56)Pentamidine(n = 53)Atovaquone(n = 14)Pentamidine(n = 11)Therapy success3257%2140%1393%764%Therapy failure due to: 


-Lack of response 


-Adverse reaction 


-Unevaluable


16


2


6


29%


3.6%


11%


9


19


4


17%


36%


8%


0


0


1


7%


0


3


1


27%


9%


Required alternate PCP therapy during trial1934%2955%0436%","SPL UNCLASSIFIED SECTION"
"778","212918","Atovaquone oral suspension, USP is an opaque yellow, artificial mixed berry-flavored, containing 750 mg of atovaquone, USP per 5 mL. Atovaquone oral suspension, USP is supplied in 210 mL bottles.","DOSAGE FORMS & STRENGTHS SECTION"
"779","212918","Atovaquone oral suspension is contraindicated in patients who develop or have a history of hypersensitivity reactions (e.g., angioedema, bronchospasm, throat tightness, urticaria) to atovaquone or any of the components of atovaquone oral suspension.","CONTRAINDICATIONS SECTION"
"782","212918","The following adverse reaction is discussed in another section of the labeling: Hepatotoxicity 


[see Warnings and Precautions 
(5.2)].
","ADVERSE REACTIONS SECTION"
